bucket_key,seed,is_complete,completed_variants,missing_variants
e12x,50264,True,"baseline,comp_advantage",
e12x,50984,True,"baseline,comp_advantage",
e12x,53408,True,"baseline,comp_advantage",
e12x,60194,True,"baseline,comp_advantage",
e12x,60220,True,"baseline,comp_advantage",
e12x,61677,True,"baseline,comp_advantage",
e12x,65523,True,"baseline,comp_advantage",
e12x,65843,True,"baseline,comp_advantage",
e12x,69527,True,"baseline,comp_advantage",
e12x,70730,True,"baseline,comp_advantage",
e12x,72146,True,"baseline,comp_advantage",
e12x,72402,True,"baseline,comp_advantage",
e12x,79088,True,"baseline,comp_advantage",
e12x,80721,True,"baseline,comp_advantage",
e12x,81222,True,"baseline,comp_advantage",
e12x,81911,True,"baseline,comp_advantage",
e12x,108225,True,"baseline,comp_advantage",
e12x,108511,True,"baseline,comp_advantage",
e12x,108594,True,"baseline,comp_advantage",
e12x,109654,True,"baseline,comp_advantage",
e12x,110682,True,"baseline,comp_advantage",
e12x,112316,True,"baseline,comp_advantage",
e12x,113260,True,"baseline,comp_advantage",
e12x,116436,True,"baseline,comp_advantage",
e12x,117059,True,"baseline,comp_advantage",
e12x,117791,True,"baseline,comp_advantage",
e12x,122745,True,"baseline,comp_advantage",
e12x,124685,True,"baseline,comp_advantage",
e12x,127154,True,"baseline,comp_advantage",
e12x,131782,True,"baseline,comp_advantage",
e12x,137602,True,"baseline,comp_advantage",
e12x,137693,True,"baseline,comp_advantage",
e12x,137836,True,"baseline,comp_advantage",
e12x,138451,True,"baseline,comp_advantage",
e12x,140763,True,"baseline,comp_advantage",
e12x,143022,True,"baseline,comp_advantage",
e12x,145299,True,"baseline,comp_advantage",
e12x,146585,True,"baseline,comp_advantage",
e12x,147537,True,"baseline,comp_advantage",
e12x,149047,True,"baseline,comp_advantage",
e12x,153349,True,"baseline,comp_advantage",
e12x,162375,True,"baseline,comp_advantage",
e12x,174052,True,"baseline,comp_advantage",
e12x,174431,True,"baseline,comp_advantage",
e12x,176967,True,"baseline,comp_advantage",
e12x,179329,True,"baseline,comp_advantage",
e12x,179499,True,"baseline,comp_advantage",
e12x,181404,True,"baseline,comp_advantage",
e12x,184906,True,"baseline,comp_advantage",
e12x,185527,True,"baseline,comp_advantage",
e12x,189090,True,"baseline,comp_advantage",
e12x,193272,True,"baseline,comp_advantage",
e12x,194493,True,"baseline,comp_advantage",
e12x,196697,True,"baseline,comp_advantage",
e12x,197314,True,"baseline,comp_advantage",
e12x,198288,True,"baseline,comp_advantage",
e12x,202788,True,"baseline,comp_advantage",
e12x,203906,True,"baseline,comp_advantage",
e12x,205178,True,"baseline,comp_advantage",
e12x,208263,True,"baseline,comp_advantage",
e12x,209510,True,"baseline,comp_advantage",
e12x,211351,True,"baseline,comp_advantage",
e12x,212694,True,"baseline,comp_advantage",
e12x,215549,True,"baseline,comp_advantage",
e12x,223610,True,"baseline,comp_advantage",
e12x,224478,True,"baseline,comp_advantage",
e12x,224701,True,"baseline,comp_advantage",
e12x,226267,True,"baseline,comp_advantage",
e12x,226589,True,"baseline,comp_advantage",
e12x,231332,True,"baseline,comp_advantage",
e12x,232555,True,"baseline,comp_advantage",
e12x,236634,True,"baseline,comp_advantage",
e12x,237902,True,"baseline,comp_advantage",
e12x,238922,True,"baseline,comp_advantage",
e12x,239617,True,"baseline,comp_advantage",
e12x,239744,True,"baseline,comp_advantage",
e12x,239950,True,"baseline,comp_advantage",
e12x,240715,True,"baseline,comp_advantage",
e12x,245421,True,"baseline,comp_advantage",
e12x,245466,True,"baseline,comp_advantage",
e12x,245576,True,"baseline,comp_advantage",
e12x,245912,True,"baseline,comp_advantage",
e12x,254791,True,"baseline,comp_advantage",
e12x,255407,True,"baseline,comp_advantage",
e12x,262875,True,"baseline,comp_advantage",
e12x,263035,True,"baseline,comp_advantage",
e12x,266300,True,"baseline,comp_advantage",
e12x,266747,True,"baseline,comp_advantage",
e12x,268333,True,"baseline,comp_advantage",
e12x,270600,True,"baseline,comp_advantage",
e12x,271983,True,"baseline,comp_advantage",
e12x,273040,True,"baseline,comp_advantage",
e12x,282392,True,"baseline,comp_advantage",
e12x,282842,True,"baseline,comp_advantage",
e12x,287728,True,"baseline,comp_advantage",
e12x,289817,True,"baseline,comp_advantage",
e12x,291361,True,"baseline,comp_advantage",
e12x,293374,True,"baseline,comp_advantage",
e12x,296343,True,"baseline,comp_advantage",
e12x,296947,True,"baseline,comp_advantage",
e12x,302326,True,"baseline,comp_advantage",
e12x,303068,True,"baseline,comp_advantage",
e12x,305476,True,"baseline,comp_advantage",
e12x,312904,True,"baseline,comp_advantage",
e12x,317399,True,"baseline,comp_advantage",
e12x,321337,True,"baseline,comp_advantage",
e12x,324404,True,"baseline,comp_advantage",
e12x,325099,True,"baseline,comp_advantage",
e12x,327054,True,"baseline,comp_advantage",
e12x,328439,True,"baseline,comp_advantage",
e12x,333017,True,"baseline,comp_advantage",
e12x,333143,True,"baseline,comp_advantage",
e12x,336806,True,"baseline,comp_advantage",
e12x,342204,True,"baseline,comp_advantage",
e12x,344401,True,"baseline,comp_advantage",
e12x,353884,True,"baseline,comp_advantage",
e12x,354388,True,"baseline,comp_advantage",
e12x,355619,True,"baseline,comp_advantage",
e12x,356002,True,"baseline,comp_advantage",
e12x,361299,True,"baseline,comp_advantage",
e12x,362804,True,"baseline,comp_advantage",
e12x,365837,True,"baseline,comp_advantage",
e12x,366120,True,"baseline,comp_advantage",
